,name,img url,ingredients,recipe,garnish,notes,url
558,Jungle Bird,https://recipe.awesomedrinks.com/media/cocktails/jungle-bird.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Dark Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Campari'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Demerara Simple Syrup'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Strain over ice into an old fashioned glass. You can garnish with a pineapple wedge and pineapple leaf if you have them hanging around.
Aviary bar in Kuala Lumpur",Pineapple Wedge / Leaf,Tropical pineapple flavor that starts sweet with a bit of dry campari bitterness but some will find it arguably sweet.,https://recipe.awesomedrinks.com/recipe/jungle-bird/
559,Krakatoa,https://recipe.awesomedrinks.com/media/cocktails/Krakatoa.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Dark Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Apricot Brandy'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Coffee Liqueur'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Falernum Syrup'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh grapefruit juice'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Use fresh ice, crushed ice or dump the old ice from your cocktail shaker into your highball glass and serve. Garnish with fresh fruit if you so desire. It's tiki, get crazy.
source unknown",None,"Coffee notes right up front, citrus to follow with mingling clove; a tropical coffee beverage with interesting flavors.",https://recipe.awesomedrinks.com/recipe/krakatoa/
560,Los Zelda,https://recipe.awesomedrinks.com/media/cocktails/los-zelda.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Mezcal'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Lemon Hart 151'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Apple Juice'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '2', 'unit': 'dashes', 'name': 'Bittercube Chipotle Cacao Bitters'}, {'amount': '2', 'unit': 'dashes', 'name': 'Saline / Salt'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Strain into a chilled coupe glass. You can use Aphrodite Bitters if you have them, or other bitters that bring some level of coffee and cocoa nibs.
source unknown",None,"A spicy smoky balanced cocktail of citrus, tropical flavor and mezcal without too much apple juice flavor--mainly just used to fill it out.",https://recipe.awesomedrinks.com/recipe/los-zelda/
561,Luau,https://recipe.awesomedrinks.com/media/cocktails/luau.jpg.300x300_q85_crop.jpg,"[{'amount': '22.5', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Overproof Rum / 151'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add contents to a cocktail shaker with ice (or crushed ice) and shake aggressively for ten seconds. You can either pour over fresh crushed ice or dump right into your tiki mug. Serve!
To impress, garnish with orchids and citrus and an umbrella.
Gerry Corcoran",None,"Rich and tangy flavor, floral and full of flavors and a bit of finishing bite.",https://recipe.awesomedrinks.com/recipe/luau/
562,Mai Tai,https://recipe.awesomedrinks.com/media/cocktails/mai-tai.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Dark Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Martinique Rhum / Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Orange Curaçao'}]","Add all ingredients to an iced cocktail shaker and shake for 10-15 seconds. Pour into your glass over crushed ice and garnish.

Note: No amber (aged) Martinique Rum & Dark Jamaican Rum? We suggest using a standard aged rum in the recipe as a substitution. So, instead of 1 oz / 30 ml of two rums, do 2 oz / 60 ml of your aged rum instead (Denizen Merchant's Reserve Rum is perfect for this recipe).
Trader Vic Bergeron via Beach Bum Berry Remixed",Sink hulled lime into drink; add mint sprig,"Lovely blend of rich flavorful rum, almond and mint with lingering citrus kick.",https://recipe.awesomedrinks.com/recipe/mai-tai/
563,Mezcal Mai Tai,https://recipe.awesomedrinks.com/media/cocktails/mezcal-mai-tai.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Mezcal'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Yellow Chartreuse'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '2', 'unit': '', 'name': 'Angostura bitters'}]","Add all ingredients over ice in a cocktail shaker and shake for 15 seconds and dump into a double old fashioned glass. If you want to stay traditional to the original Mai Tai, use half a spent lime as a garnish.
source unknown",Spent Lime,"Citrus sour, salty smoke of mezcal with a tart almond finish.",https://recipe.awesomedrinks.com/recipe/mezcal-mai-tai/
564,Mr. Bali Hai,https://recipe.awesomedrinks.com/media/cocktails/mr-bali-hai.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Dark Jamaican rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Light Puerto Rican Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Coffee brandy'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Pineapple Juice'}]","Add all ingredients with crushed ice into a cocktail shaker and shake for 15 seconds. Dump contents into a double old fashioned glass or, if you've got one, a Mr. Bali Hai Tiki Mug (vintage) and serve.

Note: If you don't own coffee brandy, use a coffee liqueur instead (which is much the same, but with a rum base).
Beachbum Berry REMIXED",None,"Coffee flavor, moderately sweet against a dark rum with some pungent funkiness from the Jamaican rum.",https://recipe.awesomedrinks.com/recipe/mr-bali-hai/
565,Navy Grog,https://recipe.awesomedrinks.com/media/cocktails/navy-grog.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Light Puerto Rican Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Dark Puerto Rican Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Demerara Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'White Grapefruit Juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Soda Water'}]","Add all ingredients into a cocktail shaker and shake vigorously with ice cubes, strain into double old fashioned glass with ice-cone around straw.

To make ice cone ""garnish"", pack crushed / snow ice into a pilsner glass and poke a chopstick in the middle and allow it to refreeze. Pull it out and use that as your cone when ready.
Don the Beachcomber via Jeff Beach",Ice Cone,"The typical ""tiki cocktail"" flavor profile of dominating rum and tropical flavor sensations.",https://recipe.awesomedrinks.com/recipe/navy-grog/
566,Nui Nui,https://recipe.awesomedrinks.com/media/cocktails/nui-nui-cocktail.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Allspice dram / liqueur'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Vanilla syrup'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Cinnamon syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Pour all ingredients into a shaker with ice and shake for 10 seconds. Strain contents into highball glass with ice.
Don the Beachcomber",Spiral-cut orange peel,"Flavorful balance of allspice, clove, and cinnamon, on the sweeter side of tiki.",https://recipe.awesomedrinks.com/recipe/nui-nui/
567,Passion Fruit Daiquiri,https://recipe.awesomedrinks.com/media/cocktails/passion-fruit-daiquiri.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}]","Build all ingredients in a cocktail shaker with ice and shake for 15 seconds, strain into your coupe glass and serve.
Eric Scott",None,Borders on the line of sour to super sour passion fruit tartness with lingering lime finish.,https://recipe.awesomedrinks.com/recipe/passion-fruit-daiquiri/
568,Passion Fruit Drop,https://recipe.awesomedrinks.com/media/cocktails/passion-fruit-drop.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Citrus Vodka'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}]","Build all ingredients in a cocktail shaker with ice and shake for 15 seconds. Strain into a chilled coupe glass and garnish with a sugared lemon.
source unknown",Sugared Lemon Wheel,"Sweet passion fruit, tart passion fruit against a citrus sour zing.",https://recipe.awesomedrinks.com/recipe/passion-fruit-drop/
569,Pearl Diver,https://recipe.awesomedrinks.com/media/cocktails/Pearl_Diver.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Demerara Rum'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Gardenia Mix'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add all the ingredients into a blender with 1/2 cup crushed ice and blend on high for 20 seconds or until a nice rich foam appears. Strain (or dump if you are being lazy) into a tiki mug or Pearl Diver glass if you can find one. Top with crushed ice and garnish with an orchid and pineapple leaf. We also used an old fashioned glass because it was simple.
Beachbum Berry's Sippin' Safari",Orchid and Pineapple Frond,"Coconut, allspice, nutmeg, citrus and a bit of rich rum greets your senses with every sip",https://recipe.awesomedrinks.com/recipe/pearl-diver/
570,Pieces of Eight,https://recipe.awesomedrinks.com/media/cocktails/pieces-of-eight.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}]","Build all ingredients in your cocktail shaker with crushed ice. Shake quickly for about five seconds and dump contents into a tall glass and garnish.
Beachbum Berry Remixed, A Gallery of Tiki Drinks",Lemon and Lime Wheel,Flavorful passion fruit balanced against sour citrus notes and a driving rum flavor. Delicious tropical appeal.,https://recipe.awesomedrinks.com/recipe/pieces-of-eight/
571,Pinky Gonzales,https://recipe.awesomedrinks.com/media/cocktails/pinky_gonzales.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Reposado Tequila'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Blanco Tequila'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Orange Liqueur'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}]","Shake & Dump (with ice) into an old fashioned glass, garnish with spent lime & mint sprig.
source unknown",Mint Sprig and Spent Lime,"Mai Tai flavor profile, citrus, almond with a sweet agave flavor.",https://recipe.awesomedrinks.com/recipe/pinky-gonzales/
572,Port Light,https://recipe.awesomedrinks.com/media/cocktails/port-light.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Bourbon Whiskey'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Grenadine'}, {'amount': '240.0', 'unit': 'ml', 'name': 'Ice'}]","Build in blender with crushed ice, blend 5 seconds, dump into old fashioned glass and top with more crushed ice.
Beachbum Berry Remixed, A Gallery of Tiki Drinks",Garnish with bamboo pick with a bourbon cherry hanging off.,flavorful and yummies,https://recipe.awesomedrinks.com/recipe/port-light/
573,Pusser's Painkiller ™,https://recipe.awesomedrinks.com/media/cocktails/painkiller.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': ""Pusser's Rum""}, {'amount': '120.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Coco Lopez - Cream of Coconut'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Strain over fresh ice into an old fashioned glass and garnish with a liberal amount of nutmeg.
Daphne Henderson",Nutmeg,"Smooth mouthfeel like that of a blended drink, with coconut dominating, rum on the back end and a lovely nutmeg aromatic, on the sweeter side. Not too unlike a pina colada.",https://recipe.awesomedrinks.com/recipe/pussers-painkiller-tm/
574,Rum Runner,https://recipe.awesomedrinks.com/media/cocktails/rum-runner.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Chambord / Raspberry Liqueur'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Banana liqueur'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '1', 'unit': 'splash', 'name': 'Grenadine'}]","Add everything into a cocktail shaker and shake it all for 10 to 15 seconds and strain into a tall glass. Garnish with an orange wheel.
source unknown",Orange Wheel,"Raspberry candy with a little banana filling; This is a potent number, you can taste the alcohol.",https://recipe.awesomedrinks.com/recipe/rum-runner/
575,Rye Tai,https://recipe.awesomedrinks.com/media/cocktails/Rye_Tai.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Rye Whiskey'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '10', 'unit': 'dashes', 'name': 'Angostura bitters'}]","Add all ingredients to a cocktail shaker and shake with ice for 15 seconds, strain into an ice filled old fashioned glass and serve. If you want to add some garnish flare, hold your bitters out of the recipe until the end and dash them all on top of the drink to give a white/dark contrasting look!
Nick Brown, The Spaniard, New York City",None,"Almond, cinnamon, trade spices and a finish of lightly sweet rye whiskey",https://recipe.awesomedrinks.com/recipe/rye-tai/
576,Scorpion Bowl,https://recipe.awesomedrinks.com/media/cocktails/scorpion-bowl.jpg.300x300_q85_crop.jpg,"[{'amount': '180.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '180.0', 'unit': 'ml', 'name': 'Light Puerto Rican Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Brandy / Cognac'}, {'amount': '240.0', 'unit': 'ml', 'name': 'Ice'}]","Add all ingredients to a blender/mixer and blend/mix for 10 seconds and dump all contents into a bowl (or a few glasses). Garnish with a gardenia (if you have one on hand).
Jeff Berry REMIXED",Gardenia,"A very generic ""tiki drink"", well balanced, good citrus to rum ratio that's not too sweet, not too dry. But, isn't memorable on complex flavors, good base for a new-aged tiki drink.",https://recipe.awesomedrinks.com/recipe/scorpion-bowl/
577,Singapore Sling,https://recipe.awesomedrinks.com/media/cocktails/singapore-sling.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Cherry Heering Liqueur'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Cointreau'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Benedictine'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Grenadine'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Pineapple Juice'}]","Add ingredients to a shaker tin with ice and shake for 10 seconds and dump entire shaker contents into a hurricane glass and serve.

Note:If you don't have hurricane glasses, use a standard highball glass for this recipe. Owning a hurricane glass just for this (and potentially a hurricane cocktail) may be overkill.
Home Cocktail Menu",Pineapple Chunks and/or Cherry,"Tropical flavors of almond, brown sugar, cherry, pineapple and an array of sweetness.",https://recipe.awesomedrinks.com/recipe/singapore-sling/
578,Social Season,https://recipe.awesomedrinks.com/media/cocktails/social_season_700x700.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Aperol'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Yellow Chartreuse'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add all ingredients to a cocktail shaker with ice and shake it for 12 seconds, strain it over crushed ice, then add a bit of crushed ice on the top.
Boston Tiki Party",None,"A light bitter aperol, a flavorful sweet passion fruit, light tart, lots of flavors going on",https://recipe.awesomedrinks.com/recipe/social-season/
